mean_fit_time,mean_score_time,mean_test_score,param_Vectorizer__max_df,param_Vectorizer__max_features,param_Vectorizer__min_df,param_Vectorizer__ngram_range,params,rank_test_score,split0_test_score,std_fit_time,std_score_time,std_test_score
199.91174721717834,18.308997869491577,0.7199999999999999,0.95,5000,0.1,"(1, 3)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",5,0.7199999999999999,0.0,0.0,0.0
239.38425946235657,22.14602541923523,0.6938775510204083,0.95,5000,0.1,"(1, 4)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",12,0.6938775510204083,0.0,0.0,0.0
178.39601469039917,16.15178656578064,0.6666666666666667,0.95,10000,0,"(1, 2)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",23,0.6666666666666667,0.0,0.0,0.0
204.19182467460632,20.76396608352661,0.679245283018868,0.95,10000,0,"(1, 3)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",22,0.679245283018868,0.0,0.0,0.0
232.30173015594482,19.33106565475464,0.5106382978723404,0.95,10000,0,"(1, 4)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",54,0.5106382978723404,0.0,0.0,0.0
152.788831949234,17.614024877548218,0.6938775510204083,0.95,10000,0.05,"(1, 2)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",12,0.6938775510204083,0.0,0.0,0.0
179.33630681037903,16.210045337677002,0.6808510638297872,0.95,10000,0.05,"(1, 3)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",20,0.6808510638297872,0.0,0.0,0.0
208.2018542289734,24.09186601638794,0.625,0.95,10000,0.05,"(1, 4)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",41,0.625,0.0,0.0,0.0
154.84335064888,18.119001388549805,0.6530612244897959,0.95,10000,0.1,"(1, 2)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",34,0.6530612244897959,0.0,0.0,0.0
182.8218195438385,19.110974550247192,0.7199999999999999,0.95,10000,0.1,"(1, 3)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",5,0.7199999999999999,0.0,0.0,0.0
227.02568173408508,26.87203073501587,0.6938775510204083,0.95,10000,0.1,"(1, 4)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.95}",12,0.6938775510204083,0.0,0.0,0.0
146.62288165092468,24.496915102005005,0.0,1,1000,0,"(1, 2)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
187.98267650604248,19.320964574813843,0.0,1,1000,0,"(1, 3)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
233.69268918037415,22.58896541595459,0.0,1,1000,0,"(1, 4)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
165.44840908050537,0.0,,1,1000,0.05,"(1, 2)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",79,,0.0,0.0,
186.8058488368988,0.0,,1,1000,0.05,"(1, 3)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",78,,0.0,0.0,
203.13280487060547,0.0,,1,1000,0.05,"(1, 4)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",77,,0.0,0.0,
134.3948850631714,0.0,,1,1000,0.1,"(1, 2)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",76,,0.0,0.0,
150.1928527355194,0.0,,1,1000,0.1,"(1, 3)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",71,,0.0,0.0,
179.08471250534058,0.0,,1,1000,0.1,"(1, 4)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 1}",75,,0.0,0.0,
135.17392539978027,21.645914793014526,0.0,1,5000,0,"(1, 2)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
166.22068428993225,19.44021224975586,0.0,1,5000,0,"(1, 3)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
201.8772759437561,21.7269549369812,0.0,1,5000,0,"(1, 4)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",55,0.0,0.0,0.0,0.0
141.42164969444275,0.0,,1,5000,0.05,"(1, 2)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",74,,0.0,0.0,
168.94391918182373,0.0,,1,5000,0.05,"(1, 3)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",73,,0.0,0.0,
202.64081025123596,0.0,,1,5000,0.05,"(1, 4)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 1}",72,,0.0,0.0,
