mean_fit_time,mean_score_time,mean_test_score,param_Vectorizer__max_df,param_Vectorizer__max_features,param_Vectorizer__min_df,param_Vectorizer__ngram_range,params,rank_test_score,split0_test_score,std_fit_time,std_score_time,std_test_score
105.14696431159973,13.497999668121338,0.7333333333333333,1,5000,0,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 2)}",55,0.7333333333333333,0.0,0.0,0.0
123.02398180961609,13.786017179489136,0.7333333333333333,1,5000,0,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 3)}",55,0.7333333333333333,0.0,0.0,0.0
144.98976755142212,14.410977363586426,0.7333333333333333,1,5000,0,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 4)}",55,0.7333333333333333,0.0,0.0,0.0
103.22492122650146,0.0,,1,5000,0.05,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 2)}",75,,0.0,0.0,
117.93718457221985,0.0,,1,5000,0.05,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 3)}",74,,0.0,0.0,
137.30192470550537,0.0,,1,5000,0.05,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 4)}",73,,0.0,0.0,
101.7449586391449,0.0,,1,5000,0.1,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 2)}",72,,0.0,0.0,
118.28294324874878,0.0,,1,5000,0.1,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 3)}",71,,0.0,0.0,
136.53470540046692,0.0,,1,5000,0.1,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 5000, 'Vectorizer__ngram_range': (1, 4)}",70,,0.0,0.0,
103.71885204315186,13.43498945236206,0.7333333333333333,1,10000,0,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 2)}",55,0.7333333333333333,0.0,0.0,0.0
122.33996653556824,13.965992450714111,0.7333333333333333,1,10000,0,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 3)}",55,0.7333333333333333,0.0,0.0,0.0
143.47095227241516,14.977441549301147,0.7333333333333333,1,10000,0,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 4)}",55,0.7333333333333333,0.0,0.0,0.0
102.1849958896637,0.0,,1,10000,0.05,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 2)}",68,,0.0,0.0,
118.23101139068604,0.0,,1,10000,0.05,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 3)}",67,,0.0,0.0,
136.79609990119934,0.0,,1,10000,0.05,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 4)}",66,,0.0,0.0,
103.44804573059082,0.0,,1,10000,0.1,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 2)}",65,,0.0,0.0,
111.87571239471436,0.0,,1,10000,0.1,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 3)}",69,,0.0,0.0,
102.47280192375183,0.0,,1,10000,0.1,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 4)}",81,,0.0,0.0,
