doc,score,word,importance
39,0.09944577689131721,post,0.09944577689131721
39,0.07864958944149458,particular,0.07864958944149458
39,0.07633776612363816,Brief,0.07633776612363816
39,-0.07438852159904358,remand,0.07438852159904358
39,0.06042098024463392,emphasis,0.06042098024463392
39,-0.054570021475514305,remanded,0.054570021475514305
39,-0.029186803372921594,Tr,0.029186803372921594
39,-0.013563180539219722,consistent,0.013563180539219722
40,0.16234265870569056,Petitioners,0.16234265870569056
40,0.10326291215848944,petitioner,0.10326291215848944
40,0.0511679324883889,interpreted,0.0511679324883889
40,0.05089215405198802,neither,0.05089215405198802
40,0.043827885261921884,fail,0.043827885261921884
40,0.04101374416706509,failing,0.04101374416706509
40,0.040787624933006666,limiting,0.040787624933006666
40,0.03472248250598734,limitation,0.03472248250598734
40,-0.029410496440670363,F,0.029410496440670363
40,-0.023607752986507326,review,0.023607752986507326
41,0.5121704976708747,Petitioner,0.5121704976708747
41,-0.3034080034193187,remanded,0.3034080034193187
41,0.13460166574452637,Brief,0.13460166574452637
41,0.08759450216439196,post,0.08759450216439196
41,0.06939415707488089,either,0.06939415707488089
41,0.06853357439095623,invalid,0.06853357439095623
41,-0.0316555240892261,Respondents,0.0316555240892261
41,-0.013206280132243866,factor,0.013206280132243866
41,-0.008408048924675551,Act,0.008408048924675551
41,-0.006064219579652179,Tr,0.006064219579652179
42,-0.0625998695247766,remand,0.0625998695247766
42,-0.05923805267036119,remanded,0.05923805267036119
42,-0.04720963433469362,respondents,0.04720963433469362
42,0.03232640771815669,petitioner,0.03232640771815669
42,-0.0248325640019978,Respondents,0.0248325640019978
42,-0.019704949878875788,proceedings,0.019704949878875788
42,0.015644420029421516,essence,0.015644420029421516
42,-0.007035602620689054,consistent,0.007035602620689054
42,-0.004792153045694175,necessary,0.004792153045694175
42,0.0012165411794746817,358,0.0012165411794746817
43,-0.4000339663061165,remanded,0.4000339663061165
43,0.3205064093081575,Petitioner,0.3205064093081575
43,-0.14247473042035275,Respondent,0.14247473042035275
43,-0.1384738092337385,proceedings,0.1384738092337385
43,0.09126499478185736,Brief,0.09126499478185736
43,0.07405454030004262,8,0.07405454030004262
43,-0.0566299954726117,22,0.0566299954726117
43,0.05596064703840591,post,0.05596064703840591
43,-0.026456129226367954,personal,0.026456129226367954
43,-0.02236055416221026,App,0.02236055416221026
44,0.10337913884144777,petitioner,0.10337913884144777
44,-0.061420553583966954,remanded,0.061420553583966954
44,-0.04932274570109339,Respondent,0.04932274570109339
44,-0.039373459697144994,respondent,0.039373459697144994
44,0.038098449223445026,post,0.038098449223445026
44,0.03603747704058757,Circuit,0.03603747704058757
44,0.03070381497761879,failing,0.03070381497761879
44,-0.027176813479456007,Tr,0.027176813479456007
44,-0.013850690373921322,way,0.013850690373921322
44,-0.01340751119823642,n,0.01340751119823642
45,-0.008568340350276807,Respondents,0.008568340350276807
45,-0.008496646124516906,respondents,0.008496646124516906
45,-0.007805730437167933,remand,0.007805730437167933
45,-0.0071121342122553565,remanded,0.0071121342122553565
45,-0.0067248174994127795,proceedings,0.0067248174994127795
